gene,free:hom_g2,free:hom_e2,free:v,free:w,free:V_BIN,free:V_BMem,free:V_CD4ET,free:V_CD4NC,free:V_CD8ET,free:V_CD8NC,free:V_NK,free:W_BIN,free:W_BMem,free:W_CD4ET,free:W_CD4NC,free:W_CD8ET,free:W_CD8NC,free:W_NK,free:ct_beta_BIN,free:ct_beta_BMem,free:ct_beta_CD4ET,free:ct_beta_CD4NC,free:ct_beta_CD8ET,free:ct_beta_CD8NC,free:ct_beta_NK,p:free:hom_g2,p:free:hom_e2,p:free:V,p:free:W,p:free:vc_BIN,p:free:vc_BMem,p:free:vc_CD4ET,p:free:vc_CD4NC,p:free:vc_CD8ET,p:free:vc_CD8NC,p:free:vc_NK
ENSG00000225880,0.0230737,0.0623187,0.00483804,0.0128097,-0.0202745,-0.0324403,0.201517,-0.0296485,0.0175891,-0.0118468,-0.0910294,-0.826542,-0.896405,0.346569,0.0681859,0.362618,-0.00875959,1.044,0.199514,-0.617422,-0.912163,-0.993232,-0.547131,-0.786875,0.25567,0.157943,0.222437,0.688598,0.509493,0.55244,0.567665,0.120756,0.91164,0.398406,0.572595,0.916219
ENSG00000230368,0.00466831,0.481895,-0.00802737,-0.0751239,-0.0291013,-0.010816,0.0117019,-0.00602484,0.0150662,-0.0295139,-0.00750361,0.853579,0.880212,-0.722761,-0.304664,-0.339909,-0.589093,-0.303232,2.03952,2.22938,-0.119813,-0.308121,0.251801,-0.324399,0.893942,0.388574,1.82347e-07,0.986825,0.0177906,0.582777,0.522894,0.440788,0.637562,0.370974,0.842363,0.553894
ENSG00000188976,0.000356497,0.101093,0.00492049,0.123756,0.00872181,0.0414614,-0.00790488,0.00387084,-0.0131438,0.0226926,-0.0212545,-0.220629,0.404508,0.583908,-0.020865,0.0617326,-0.128699,0.186338,-0.624235,-0.624873,-0.554582,-0.716807,0.476133,-0.298863,1.80983,0.4784,0.00129332,0.857726,0.188001,0.413995,0.275691,0.576782,0.337052,0.747062,0.164054,0.886609
ENSG00000187961,0.0086806,0.072449,-0.04471,-0.302121,-0.0419671,-0.103364,-0.0319904,-0.00810377,-0.101675,0.02125,-0.0471192,-0.86571,-1.15878,-0.648953,-0.149572,-0.440605,0.417396,0.731379,-0.455424,0.0904996,0.157062,0.0154761,0.925893,0.157594,0.948059,0.292323,0.210879,0.884645,0.0368707,0.788314,0.757657,0.609138,0.625572,0.839297,0.382667,0.704799
ENSG00000188290,0.0248259,0.0830145,0.0932947,2.02046,-0.0756829,-0.10892,-0.00763915,-0.0150843,-0.0342468,-0.0272733,0.92191,0.407612,5.26601,-0.286779,0.233183,-0.0363378,-0.196427,8.75599,-0.199692,0.399105,0.0431714,0.0156522,-0.265484,-0.240861,3.03898,0.0885328,0.115357,0.196827,1.64794e-07,0.956892,0.82574,0.547793,0.775186,0.946845,0.89334,0.0117871
ENSG00000187608,0.0139027,0.546058,0.0081161,0.22451,-0.0126028,0.0181612,0.00607775,0.022101,0.0220733,0.0187494,-0.0177472,-0.165295,0.0726015,0.0335465,-0.0335488,0.261336,0.0551452,1.34779,-1.2487,-0.308429,0.373591,-0.184688,0.835178,0.112553,2.22651,0.103905,6.90648e-07,0.025494,4.10478e-17,0.841589,0.218223,0.348772,0.00786882,0.0835177,0.0707413,0.893059
ENSG00000131591,0.0242257,0.0516636,-0.00756412,-0.00832955,0.00137915,0.0517373,-0.0732095,-0.0138047,-0.00621252,-0.0343809,0.0215424,0.0303885,-0.591353,0.728288,-0.0852844,0.518973,-0.535052,-0.124267,-0.141292,0.285548,-0.333431,-0.0698792,0.897653,0.26696,1.39744,0.149765,0.287625,0.981545,0.564457,0.495076,0.394087,0.845493,0.690207,0.532284,0.752784,0.428026
ENSG00000186891,0.0936091,0.0235531,0.343001,1.46194,-0.0909312,-0.090591,0.0744581,-0.0824318,-0.063643,-0.0778894,2.73204,0.0675826,0.191248,0.725647,0.140748,0.59832,0.136541,8.37351,-1.30877,-1.45071,0.570757,-1.20461,-1.01416,-1.0913,5.35613,1.95867e-05,0.212068,0.000394652,3.32922e-19,0.999982,0.99995,0.150552,0.999979,0.998659,0.999875,2.3447e-06
ENSG00000186827,0.0375789,0.0413268,0.0717563,1.05326,-0.0299542,-0.0433914,0.20033,-0.0263338,-0.0287534,-0.033989,0.464386,0.132811,0.0135998,3.04907,1.43168,0.170826,1.13203,1.44283,-2.34932,-2.27515,4.23206,0.603919,-1.83599,0.00425092,0.29976,0.00653862,0.069916,0.00418595,1.1104e-46,0.96738,0.995133,0.110969,0.87323,0.94439,0.897222,3.50036e-05
ENSG00000078808,0.0013667,0.0203715,0.0211261,0.175149,0.0063258,0.000555133,0.0104755,0.00306204,0.0149197,0.00272142,0.109823,0.05704,-0.157248,-0.216707,-0.0178888,0.288841,0.00746006,1.26454,-1.65878,-1.02557,-0.675984,-1.28256,0.305455,-0.992222,4.22486,0.408295,0.140579,0.851025,3.72446e-08,0.379358,0.491744,0.335041,0.319727,0.225766,0.405087,0.0706827
ENSG00000176022,0.000990303,-0.014913,-0.0108676,0.19924,-0.0145464,-0.0222964,0.00721283,-0.010487,0.00448991,-0.00786928,-0.0325771,0.142134,-0.134766,0.0454612,-0.408022,-0.188196,-0.26727,2.20534,0.123925,0.229362,0.151041,0.00516559,0.377093,0.196469,1.44851,0.468531,0.613834,0.783065,4.41096e-12,0.686918,0.737952,0.407295,0.828865,0.415573,0.707908,0.78703
ENSG00000160087,0.0130357,0.0885396,0.00139402,0.0188776,-0.0321426,0.0281431,0.0192298,-0.00590519,-0.0177577,0.012928,0.0052628,0.314352,-0.245125,0.0391848,-0.0999952,0.122362,-0.0557138,0.0570776,-0.887542,-0.418633,0.187749,-0.232563,0.728985,0.0238146,1.55322,0.106916,0.000366808,0.837611,0.0848338,0.917646,0.291176,0.340071,0.715609,0.834225,0.281332,0.436768
ENSG00000131584,0.00757491,0.0814187,0.000469733,-0.0392003,0.0424615,0.0585825,-0.061001,-0.0220038,-0.0613628,0.0187385,0.0278732,0.310694,-1.55611,0.814261,-0.032781,0.443651,-0.380279,0.126159,-0.48403,2.91011,0.150507,-0.335722,0.455849,0.242597,0.154835,0.349348,0.14051,0.882119,0.436981,0.371605,0.393567,0.741964,0.872688,0.888146,0.379159,0.365246
ENSG00000169972,0.0133611,-0.0402429,0.0240386,-0.129731,-0.0410403,-0.0132238,0.198753,-0.0029814,-0.0449406,0.00458434,0.0671184,0.20331,-0.839256,-0.708367,0.100222,-0.102908,-0.321428,0.76031,-0.94446,0.167769,0.253439,-0.130939,0.214875,0.0615115,0.955576,0.244942,0.740033,0.758584,0.332529,0.751661,0.527388,0.0967672,0.552782,0.880177,0.461312,0.263842
ENSG00000127054,0.0117742,-0.00469799,0.00149553,0.0664608,0.0223279,0.02119,0.0483267,-0.00926082,-0.0250899,-0.0173968,-0.0296284,0.115033,0.381446,-0.380327,0.0214017,0.125246,0.0549015,0.147524,-1.07332,-0.5057,0.0574826,-0.284351,0.230548,-0.0643313,0.855062,0.104207,0.567983,0.73503,0.483663,0.268848,0.39541,0.19131,0.829056,0.927702,0.830493,0.872193
ENSG00000224051,0.0483538,0.095316,-0.0134596,0.118348,-0.0477326,-0.0901537,-0.0657884,0.00165137,-0.0176879,0.00544754,0.120046,0.268518,0.0784049,0.404379,-0.0937632,0.0900475,0.138257,-0.05741,-1.16087,0.674358,0.443597,-0.028969,-0.250801,-0.334303,0.354573,0.0100856,0.00869445,0.117236,0.273569,0.928848,0.960649,0.900678,0.468566,0.704252,0.448728,0.0326945
ENSG00000107404,0.00123625,0.0495884,0.101118,-0.349967,-0.0523489,0.277965,0.33359,-0.00275313,0.0500016,0.120072,-0.0186982,-0.669205,-1.98038,-0.84028,0.0471536,-0.376417,0.790921,0.578438,-0.865093,-0.217618,-0.187426,-0.346576,0.147606,-0.079377,0.17612,0.477252,0.3017,0.670896,0.0640309,0.7089,0.167335,0.0906998,0.540932,0.304653,0.148031,0.578336
ENSG00000175756,-0.002733,0.0336265,0.0010811,0.188156,-0.00912556,0.0235129,0.00237271,0.00299741,0.000204066,-0.00630905,-0.00608473,0.414397,0.350297,-0.0388322,0.0532893,0.0986722,0.125814,0.313453,-1.12746,0.461785,0.0869115,-0.567639,1.03637,-0.025592,2.31535,0.832461,0.0158558,0.973486,0.000186707,0.686998,0.298963,0.458014,0.273434,0.492843,0.770036,0.667651
ENSG00000221978,0.000421435,0.151949,0.00512612,-0.045568,0.00988803,0.0641953,-0.0303266,-0.00964784,-0.0479471,-0.0171647,0.0668858,-0.337524,-0.931166,1.12998,-0.043812,0.236105,-0.274152,-0.0984061,-0.71712,-0.368369,-0.14966,-0.381991,0.261613,0.0464299,0.538071,0.485157,0.00334126,0.619267,0.312189,0.450354,0.229826,0.655849,0.757357,0.96474,0.689224,0.174044
ENSG00000242485,0.00982055,0.090193,0.00217971,0.0837406,0.00569654,-0.00113188,0.0189742,0.0130012,-0.00165148,0.000472193,-0.0201028,0.034098,0.110739,0.0314948,-0.00393046,0.137164,-0.00796565,0.284584,-1.69515,-0.639611,0.253704,0.00372504,0.662281,0.246962,1.4749,0.110167,7.43366e-08,0.645956,0.00589019,0.40057,0.517654,0.254429,0.0805015,0.557188,0.486325,0.943085
ENSG00000215915,-0.00856654,0.144988,-0.0176827,0.300163,-0.0327189,-0.147574,-0.0683584,-0.00213374,0.0321733,0.0764206,0.0184127,-0.449027,0.439933,-0.849165,0.110339,0.0742654,0.457993,2.3168,-1.28889,0.394468,-0.377856,-0.254462,-0.704707,-0.0685702,0.482886,0.789795,0.0396633,0.865199,0.00615302,0.766281,0.826426,0.830466,0.546417,0.302225,0.228341,0.441102
ENSG00000160072,0.0355478,0.0993667,-0.0314611,-0.297007,-0.0618969,-0.0264395,-0.0847219,-0.023667,0.0149481,0.0116419,-0.0500922,-0.0834689,-0.405899,-0.69885,-0.0367091,-1.38547,-0.0906832,0.622033,-0.208693,0.143836,0.466066,0.293319,0.460271,0.563888,0.69455,0.109165,0.108235,0.959985,0.00512418,0.708894,0.554296,0.775991,0.776652,0.420838,0.428269,0.716272
ENSG00000197785,0.00136885,0.0557067,0.0228272,0.135339,0.186074,0.0724774,-0.0540265,-0.00739415,-0.0390243,0.038246,-0.0365618,-0.560121,0.197707,0.417478,-0.0454397,0.127538,0.308491,0.50172,-0.653408,0.04738,-0.053131,-0.56237,0.0400325,-0.26232,1.18318,0.464757,0.172755,0.751061,0.602455,0.143132,0.291895,0.834239,0.67962,0.866049,0.229267,0.724969
ENSG00000160075,0.00291123,0.13267,0.00693186,0.0904295,-0.00839746,0.00592245,0.0227495,-0.0054757,-0.00354174,0.00454276,0.0327232,-0.0724486,0.0227269,0.159304,0.0396913,0.296408,0.0569863,0.130338,-0.966587,-0.038158,0.239049,0.0752748,0.680423,0.397011,0.431525,0.294501,3.65757e-10,0.899158,0.0362736,0.661047,0.432662,0.259395,0.831417,0.60307,0.375864,0.100091
ENSG00000197530,0.00555047,0.062298,-0.00195875,0.228089,0.0020924,0.00450359,0.00416591,0.00923419,-0.0254325,0.00342336,-0.0116982,-0.149345,-0.048891,0.0258565,-0.0344295,0.476228,0.0326969,1.2945,-2.92487,-2.78519,-1.40004,-1.78603,1.41108,-1.34252,6.16271,0.103451,0.00253619,0.460877,4.08494e-07,0.450747,0.437676,0.416642,0.0690576,0.978642,0.40549,0.619055
ENSG00000189409,0.000904932,0.0126976,0.00941217,0.525133,-0.0019431,0.0027769,-0.00241758,-0.00119099,-0.00650485,0.00079366,0.0743712,-0.00436559,0.0168362,-0.0273709,0.00468348,0.734041,0.0120824,2.94003,-1.88183,-1.84213,-1.83283,-1.88765,1.40397,-1.68173,6.17123,0.339654,0.130105,0.926034,1.45269e-19,0.693804,0.342128,0.751784,0.704796,0.697479,0.403824,0.164143
ENSG00000248333,0.00517904,0.143035,-0.0126829,0.0986103,0.0221825,-0.0167018,-0.0478604,-0.0072683,-0.016158,-0.0165778,-0.00639676,-0.105494,-0.126355,0.545719,0.0279194,0.274644,0.130886,-0.0570475,-1.40776,-1.25605,-0.31543,-0.68867,0.901258,-0.171747,1.65412,0.333299,0.00685211,0.982561,0.864335,0.399363,0.568553,0.793168,0.703914,0.646602,0.717382,0.55999
ENSG00000189339,0.00164322,0.150598,-0.0159657,0.0615871,-0.0265402,-0.0368081,-0.0841917,-0.00152012,-0.0386754,0.0516749,0.0243011,-0.92442,0.0341332,0.411964,0.123385,0.0178377,0.298319,0.469891,-0.337746,0.404009,0.859769,0.342556,0.461505,0.570954,0.940579,0.445656,0.00316098,0.404041,0.148641,0.683822,0.660944,0.975493,0.539059,0.922632,0.172338,0.34638
ENSG00000008128,0.00184004,0.322452,-0.00360063,0.102473,-6.10118e-05,-0.00877318,-0.0118059,-0.00184737,-0.00320157,0.00739004,-0.00690545,-0.113431,-0.138825,-0.0881715,-0.200578,0.334333,0.0398106,0.88417,-1.22572,-0.952868,-0.441945,-0.905767,0.519731,-0.523442,1.03573,0.400828,4.23174e-18,0.962809,1.33663e-12,0.501109,0.686587,0.781516,0.62381,0.598598,0.301358,0.638086
ENSG00000215790,-0.000195383,0.311546,0.0228935,-0.239615,-0.0926638,0.170496,0.028347,0.00205118,0.042207,-0.00621204,0.0160293,-0.369261,0.353359,-0.433167,-0.189838,-0.249771,-0.70066,-0.0879641,-0.527931,-0.138286,0.441563,-0.0267097,0.00731802,0.0319628,-0.140588,0.503999,0.00131912,0.976948,0.556507,0.813992,0.274635,0.432164,0.472191,0.29916,0.54425,0.420434
ENSG00000008130,-0.00143832,0.0488793,0.00028899,0.270902,-0.0307264,-0.0278889,0.0420027,0.00640414,-4.44031e-05,0.0243287,-0.0120529,0.694553,0.968634,0.102421,0.0718563,0.193002,-0.184017,0.0498643,1.64162,2.7652,-0.661203,-1.19221,0.436947,-0.735762,3.16346,0.573595,0.170848,0.972133,0.21136,0.639456,0.590424,0.260926,0.288638,0.500599,0.150227,0.606292
ENSG00000078369,0.0025436,0.0655548,-0.00516547,0.0699244,-0.0150294,0.0189657,-0.0575968,-0.00386923,0.00118279,0.0147454,0.00544327,-0.248752,0.279302,0.173892,-0.161887,0.0977384,-0.0981208,0.447298,-0.592891,0.173302,-0.0974044,-0.863002,0.815495,-0.435211,2.2239,0.407187,0.0465437,0.743247,0.0915318,0.665161,0.37873,0.973824,0.625356,0.485571,0.265326,0.446258
ENSG00000067606,0.000511299,0.115088,0.00168513,0.102176,0.0194509,0.121617,0.0409317,-0.0137931,-0.0385753,-0.0603352,-0.0574998,1.30467,-1.33916,0.129576,-0.115568,0.228144,-0.315808,0.823377,-0.41693,0.103165,0.467406,-0.106378,0.44641,0.198484,0.544507,0.488187,0.0818096,0.840338,0.126878,0.441343,0.270594,0.3706,0.73821,0.753545,0.89964,0.843533
ENSG00000162585,0.0695246,0.30893,-0.00473675,0.0575929,-0.0119443,-0.0541241,-0.0404292,0.0178781,-0.00359309,0.0118462,0.0472091,-0.0878208,0.331752,-0.147069,-0.0495291,0.270439,0.0349566,0.0504229,0.874434,1.32362,-0.0159307,-0.382209,0.663752,0.0455866,1.63297,0.000111955,2.70496e-14,0.811579,0.712347,0.596126,0.781837,0.885084,0.214307,0.54382,0.366443,0.181324
ENSG00000157933,0.0327214,0.0707305,0.0321373,0.265132,-0.0505806,0.199642,0.0644753,-0.0290921,0.0241588,-0.0240205,0.0403775,0.945408,0.452853,0.346848,0.0349774,0.222824,-0.0149239,-0.132062,-1.40966,-0.705301,0.413171,0.330029,-0.489436,0.546103,-0.154668,0.114848,0.217853,0.926208,0.983134,0.70384,0.201637,0.389957,0.811207,0.358118,0.612465,0.342147
ENSG00000116151,0.0182855,0.166233,-0.0298179,-0.307044,-0.165322,0.167472,-0.037327,-0.0150343,-0.0320709,-0.0640066,-0.0624369,0.613245,-0.850357,-0.267235,0.0231733,-0.584548,-0.725605,-0.357984,0.590196,1.617,-0.392112,-0.262902,-0.305788,-0.0427208,0.299423,0.280701,0.154511,0.934372,0.318576,0.861198,0.379124,0.604732,0.658916,0.660576,0.821337,0.718169
ENSG00000157916,-0.00270106,0.0544031,0.000368895,0.22008,0.00397207,-0.00604238,-0.00467724,0.00635828,0.000261936,-0.00220709,0.00491669,0.373556,0.401746,0.126143,-0.0029106,0.109801,0.109338,0.422888,-1.43399,-0.394368,0.0935958,-0.679105,1.17832,-0.315806,1.54635,0.73552,0.00373633,0.987765,0.00233208,0.448541,0.566081,0.58932,0.178671,0.49357,0.565951,0.424466
ENSG00000157911,0.0111628,0.0537826,-0.0371583,0.505373,-0.0455478,0.0781763,-0.114713,-0.00875055,-0.0310271,-0.0706989,-0.0675477,0.453032,2.28059,0.159792,-0.128543,-0.175806,0.824131,0.124409,0.943682,1.0405,0.0681972,-0.267918,0.20998,-0.197272,0.611037,0.312729,0.248253,0.520073,0.065611,0.616264,0.394277,0.895108,0.622085,0.74614,0.958288,0.846167
ENSG00000149527,0.0223873,0.1668,-0.0177408,0.0830475,-0.0501348,-0.0385614,0.0110742,-0.0110917,-0.0392037,-0.0164871,0.0202192,-0.889728,-0.171373,-0.186179,-0.0407825,0.914013,-0.0386262,0.994008,-0.400361,-1.1881,-0.61273,-0.841319,0.599522,-0.585131,1.87817,0.102478,0.00741852,0.995883,0.153299,0.666003,0.703713,0.45486,0.705562,0.697142,0.638625,0.448156
ENSG00000157881,0.0338746,0.187554,-0.00554022,0.104232,0.0537947,-0.113108,-0.117552,0.0612282,0.123248,-0.0109429,-0.0354495,-0.588763,-0.288534,0.357553,-0.182493,0.145763,0.580408,0.705686,-0.507865,-0.454666,0.402697,0.345008,0.68271,0.780087,1.5065,0.0872101,0.0336096,0.540234,0.420393,0.336437,0.789388,0.881547,0.082859,0.168629,0.541449,0.643074
ENSG00000157873,0.0319913,0.109201,0.00360683,0.0678808,-0.0371794,0.00222217,0.00639368,-0.0100976,0.00820813,-0.00780606,0.0635069,0.27058,0.0895344,0.0902765,0.101015,-0.0258144,-0.0441446,-0.00628102,-0.0598419,0.0136117,-0.0406257,-0.342666,-0.494657,-0.470306,-0.0505057,0.00267793,1.71976e-08,0.480598,0.00385821,0.963431,0.477623,0.400722,0.822823,0.323188,0.719837,0.0280562
ENSG00000157870,0.0132294,0.0842973,-0.0239551,0.0219935,-0.0204292,0.0359107,-0.0991615,-0.0106813,-0.0406641,0.00972697,-0.0423876,-0.167742,-0.11004,-0.00272843,0.166101,-0.239256,0.19266,0.31496,-0.645803,0.00461034,0.82582,0.669551,0.217961,1.01417,0.313247,0.197225,0.0705659,0.718982,0.50524,0.645015,0.399041,0.922565,0.698606,0.878623,0.432137,0.809327
ENSG00000215912,0.0221536,-0.0241368,0.0066281,-0.627884,-0.156672,-0.0123124,0.112258,0.0496549,-0.061072,-0.061785,0.176326,-0.613009,-2.70793,-0.30981,0.0804674,-0.214311,-0.159213,-0.471384,0.57852,0.430279,-0.0517783,0.0808238,-0.174103,0.247191,0.190136,0.269975,0.571661,0.852523,0.0571055,0.743181,0.514869,0.371172,0.194534,0.785871,0.720553,0.176719
ENSG00000162591,-0.00994518,0.0566233,0.0105883,-0.0772171,-0.0443014,-0.0145157,-0.0184497,0.0739534,-0.0483285,0.123808,0.00195176,-0.918634,-1.48129,1.24325,0.233915,0.402509,0.0243639,-0.0446358,0.661583,-0.293906,0.840588,0.904364,-1.08255,0.598102,-1.65947,0.648266,0.242767,0.908055,0.0565413,0.575279,0.529064,0.524287,0.141038,0.796368,0.225446,0.476029
ENSG00000158109,0.0120193,0.00951682,0.0215004,0.179003,0.0718564,0.0590137,0.131716,-0.0185306,0.0843316,-0.0417048,-0.136179,0.243967,0.816774,-0.152968,0.178187,0.204245,0.12955,-0.166732,-1.87149,-0.807733,-0.401939,-0.618082,0.583178,-0.371486,0.892438,0.284725,0.432685,0.580029,0.594695,0.247848,0.394165,0.218173,0.763943,0.213456,0.774616,0.959365
ENSG00000116213,-0.00471621,0.0345392,-0.0158941,-0.0179068,-0.0909579,-0.00879749,-0.101244,0.00602232,0.0760978,0.0145994,-0.00697819,-0.144683,-0.0284087,-0.135033,-0.0386062,0.197578,-0.284568,0.308374,-1.02434,-0.308245,-0.253367,-0.599945,0.830784,-0.307717,0.766822,0.640987,0.261059,0.834432,0.934291,0.855888,0.521971,0.894126,0.371457,0.242314,0.40001,0.531915
ENSG00000227372,0.0187985,0.0432233,-0.0265736,0.184212,-0.060652,0.106027,-0.210232,-0.0145459,-0.0390769,0.0584236,-0.0259596,-1.56626,1.55386,0.0571088,0.201346,0.136522,0.197296,0.709611,0.759496,0.85983,0.0661794,0.551271,-0.757452,0.243227,0.179986,0.240877,0.291739,0.673359,0.339215,0.621153,0.402795,0.979236,0.651109,0.748051,0.309874,0.593651
ENSG00000235169,0.0254799,-0.0470312,0.084381,0.164777,-0.137091,0.109866,0.399406,0.0595279,0.196755,0.0183038,-0.0560999,0.724951,-0.137715,-0.512139,0.159706,0.0812976,0.0832377,0.754099,0.976294,0.668646,0.11617,0.713673,-1.26994,0.318409,-0.710541,0.217092,0.725393,0.441858,0.160955,0.743146,0.379211,0.0994546,0.20114,0.0356354,0.445504,0.783104
ENSG00000130764,0.0187687,0.0351846,-0.000823208,-0.0143019,0.0347688,-0.0358615,0.0650957,-0.0141128,-0.00381677,-0.0098369,-0.041999,-0.0726761,0.312158,-0.378164,0.053238,-0.110617,-0.118886,0.214834,-0.800854,-0.539677,0.142435,0.0788749,0.470829,0.130455,1.02944,0.0565558,0.132415,0.943273,0.374166,0.295447,0.665938,0.213293,0.80426,0.541749,0.615536,0.814342
ENSG00000116198,0.0144854,0.06563,-0.00827432,-0.128039,-0.01429,-0.00265638,0.124968,0.00209518,-0.066037,-0.0541672,-0.0478326,0.353046,-0.210421,-0.717141,0.031795,-0.187376,0.0399501,-0.206122,0.111489,0.703592,0.026686,-0.223853,0.362895,-0.14286,1.1767,0.187412,0.114474,0.682524,0.481342,0.545136,0.505041,0.179233,0.466402,0.925915,0.905527,0.757485
ENSG00000169598,-0.00137006,-0.0437282,-0.000108492,-0.370622,-0.0743144,-0.089231,0.254974,-0.022058,-0.0784488,-0.0507458,0.0590647,0.424614,-1.08389,-1.00288,0.205816,0.0752873,-0.371916,-0.841376,-1.25605,-0.692755,-0.0383919,-0.171739,-0.235155,-0.0467815,0.504132,0.528491,0.722758,0.791617,0.0580715,0.689555,0.641506,0.173106,0.769967,0.872842,0.770826,0.322086
ENSG00000198912,0.0281758,0.0173557,-0.0216776,0.344056,-0.0511641,-0.054794,-0.0229518,-0.0183917,-0.0323828,0.0232733,0.00466804,-0.0435972,-0.0970154,-0.019866,-0.0226044,0.805096,0.0155333,1.77085,-1.35159,-1.13548,-1.04387,-1.28761,1.15042,-1.0011,4.06941,0.00910328,0.293671,0.495395,6.0959e-07,0.917968,0.823806,0.702528,0.926277,0.797382,0.271409,0.477697
ENSG00000131697,0.0502948,0.104834,-0.010485,-0.0299857,-0.183696,0.206852,-0.226334,-0.0321333,-0.0368122,-0.0584776,0.257206,-0.929107,-0.119511,0.38124,-0.0197547,-0.300265,-0.198575,0.976072,-0.584525,-0.50651,0.190778,-0.234205,-0.337276,-0.0832913,0.367235,0.135853,0.225018,0.74925,0.173948,0.931372,0.351905,0.800153,0.724083,0.647702,0.680171,0.161266
ENSG00000069424,0.209537,0.0318132,0.201302,0.310899,-0.189407,-0.180423,-0.00752163,0.0700705,0.39047,0.0955336,1.23039,0.0289288,0.0601855,0.0991161,-0.030358,0.313973,-0.0194286,1.72387,-1.54526,-1.40199,-0.0511033,-0.361249,1.65448,0.0276758,3.07165,1.14873e-05,0.200877,0.000115378,4.08792e-05,0.999961,0.998441,0.544191,0.0252404,0.000661032,0.0560478,0.00026665
ENSG00000116251,-0.00323658,0.0728544,-0.00204209,0.195253,-0.00372206,0.00268222,-0.00213933,0.00222636,-0.00530509,-0.00387876,-0.00415794,0.0241748,-0.0630775,0.000784583,0.0595491,0.385325,0.250791,0.709223,1.28597,1.16202,1.60888,2.20335,-2.47806,1.55482,-4.90236,0.928305,6.52337e-10,0.613469,1.83949e-72,0.877795,0.308837,0.677814,0.238986,0.892154,0.79005,0.654046
ENSG00000116237,0.00358396,-0.0364054,-0.00416567,0.211803,-0.0509643,0.0191285,-0.0312692,-0.00579599,0.000452044,0.0133989,0.0258903,0.140334,-0.0276996,-0.0178494,0.0307028,0.232299,0.198572,0.926261,-1.25806,-0.393016,-0.165143,-0.820223,0.982004,-0.467433,2.26559,0.311515,0.828014,0.631295,0.545361,0.983671,0.428683,0.674444,0.724678,0.496257,0.372107,0.382508
ENSG00000097021,0.00390622,0.026747,0.0153102,0.549422,0.0144225,-0.0282727,-0.0241084,-0.00354743,0.00406717,0.0274422,0.117168,0.784361,0.00837797,0.875359,0.0971512,0.421029,0.370669,1.28901,-1.78513,-1.88728,-0.750568,-1.27542,0.739336,-0.567485,4.13907,0.33989,0.263052,0.882004,0.0142031,0.408103,0.900995,0.67224,0.604871,0.462,0.253565,0.237428
ENSG00000215788,0.0172141,0.0346093,0.0147649,0.373461,-0.0210299,-0.0149677,0.114993,0.0352958,-0.00296772,-0.00587293,-0.00209557,0.0272223,-0.0358673,1.53982,0.403306,0.262042,0.361686,0.0560197,-3.70553,-3.40692,4.42633,2.11301,-2.24229,1.66931,-2.54502,0.0431999,0.0431239,0.527635,3.19374e-16,0.972852,0.821474,0.168187,0.0696414,0.577722,0.583296,0.558002
ENSG00000162408,-0.00196339,0.0849519,0.110016,0.11245,0.0227541,-0.0880152,0.345245,0.179064,0.0522151,0.231857,0.0269907,-0.913367,0.64017,0.353053,0.312989,0.421389,0.265834,-0.292918,-0.858601,-0.863063,0.93516,0.981423,-0.95503,0.80752,-0.927182,0.547212,0.076909,0.0335222,0.0603141,0.389425,0.861497,0.0420351,0.00168564,0.203131,0.0177589,0.322438
ENSG00000204859,-0.000540678,-0.0142806,-0.0353113,0.162998,-0.0475799,-0.125063,-0.0214941,0.0107393,-0.0435565,-0.00117413,-0.0190507,0.202128,0.432646,0.173209,0.0234523,0.129092,-0.169742,0.350199,0.0359559,0.0522243,0.104614,-0.0313639,0.413938,0.111834,1.02179,0.523018,0.576523,0.823171,0.982063,0.695588,0.881972,0.599098,0.287874,0.87645,0.511829,0.598354
ENSG00000162413,0.0185791,-0.133931,-0.046564,0.39026,-0.0242107,-0.132352,-0.130512,-0.0297257,-0.048388,0.0906083,-0.0513684,-0.513479,-0.816086,0.299031,0.379673,0.495647,1.99408,0.892948,-1.83677,-1.21022,0.285886,-0.320227,-0.0259694,-0.0333123,-0.149687,0.192848,0.941937,0.769022,0.0317375,0.616879,0.861621,0.805482,0.857771,0.717685,0.285956,0.71619
ENSG00000116273,0.0111983,0.0482309,-0.0261335,-0.423818,0.0389443,-0.135565,-0.0378156,-0.0257296,0.0115032,-0.00681915,-0.0274526,-0.560081,-1.1096,-0.558643,0.116531,-0.249595,-0.175604,-0.42973,-0.307942,-0.101036,-0.531699,-0.24996,0.105515,-0.26447,0.924586,0.280277,0.300421,0.938481,0.428069,0.395566,0.792024,0.669173,0.849413,0.444941,0.535367,0.621737
ENSG00000041988,-0.00740612,0.0769821,0.00277836,0.0513648,0.0177078,-0.0568769,0.0916609,-0.0051833,0.00108465,-0.00716032,-0.0217843,-0.891587,1.26826,0.319458,-0.0565314,0.047993,-0.0410644,-0.286978,-0.179144,0.540867,0.445499,0.388833,0.842903,0.432228,1.53109,0.763281,0.0718307,0.969177,0.0645585,0.41128,0.667307,0.231467,0.692759,0.490196,0.593304,0.678191
