gene,free:hom_g2,free:hom_e2,free:v,free:w,free:V_BIN,free:V_BMem,free:V_CD4ET,free:V_CD4NC,free:V_CD8ET,free:V_CD8NC,free:V_NK,free:W_BIN,free:W_BMem,free:W_CD4ET,free:W_CD4NC,free:W_CD8ET,free:W_CD8NC,free:W_NK,free:ct_beta_BIN,free:ct_beta_BMem,free:ct_beta_CD4ET,free:ct_beta_CD4NC,free:ct_beta_CD8ET,free:ct_beta_CD8NC,free:ct_beta_NK,p:free:hom_g2,p:free:hom_e2,p:free:V,p:free:W,p:free:vc_BIN,p:free:vc_BMem,p:free:vc_CD4ET,p:free:vc_CD4NC,p:free:vc_CD8ET,p:free:vc_CD8NC,p:free:vc_NK
ENSG00000185236,0.00468281,0.02284,-0.0238422,0.171355,0.0191221,-0.128358,-0.0442991,0.00316165,-0.0346589,-0.00414806,0.0222845,0.232174,0.377693,0.170347,0.00145672,0.0127088,-0.0244738,0.429579,-0.51249,0.0488751,-0.300019,-0.791092,0.676658,-0.459289,2.24896,0.306828,0.217138,0.309353,0.362063,0.404735,0.982532,0.796552,0.408458,0.933042,0.562276,0.359297
ENSG00000099785,0.104135,0.0318683,0.00834498,0.0808905,-0.130905,0.0569865,-0.0420983,-0.037774,0.149537,-0.00282155,0.0654905,0.279241,-0.160693,-0.169509,-0.051807,0.110574,0.015497,0.54293,-1.45432,-0.527281,-0.116562,-0.899943,0.824343,-0.611891,1.8861,0.000372351,0.196035,0.255865,0.336934,0.995391,0.335304,0.691745,0.899178,0.0481221,0.522257,0.225803
ENSG00000099783,0.00293698,0.0909886,-0.00273385,0.0692796,0.0469563,-0.0342703,-0.000520612,-0.00237055,-0.00557044,-0.00591456,-0.0174468,-0.0100273,0.180507,0.0245509,0.000884639,0.0307835,-0.0244566,0.282715,-1.05971,-0.722522,-0.188891,-0.328778,0.0494815,-0.221719,0.614974,0.362297,1.35989e-06,0.56181,5.03161e-05,0.0605122,0.942767,0.509916,0.647015,0.698791,0.713096,0.873266
ENSG00000133246,-0.0133311,0.0126132,0.0816482,-0.231006,0.0537403,0.296453,-0.071726,0.0113041,0.0914347,-0.0102479,0.200579,-0.234001,-0.804967,-1.06635,-0.0444518,0.0189719,0.284322,0.229432,0.41726,-0.490001,0.406344,-0.140322,-0.118189,0.111704,0.0546539,0.67832,0.442213,0.817209,0.60248,0.432375,0.0996995,0.598163,0.392424,0.211108,0.543814,0.108561
ENSG00000133250,0.0282781,0.0685567,0.0219221,0.0122608,-0.0246505,0.142613,0.0893234,0.0380811,-0.0234715,-0.0088874,-0.0595537,0.0328971,-0.0178209,-0.0885683,0.194444,0.0439264,-0.193743,0.11469,-1.27809,-1.01292,0.0818923,0.361091,-0.596612,0.396498,0.0107984,0.102262,0.0592693,0.860218,0.530826,0.608598,0.197991,0.257878,0.169609,0.663953,0.569764,0.838597
ENSG00000142347,0.00940912,0.0258617,0.00677267,0.195347,-0.00323429,-0.00878012,-0.00678823,-0.00980015,0.0508627,-0.0156256,0.0407744,-0.00946191,0.0279015,0.0349817,0.0224271,0.521316,0.262339,0.507928,-2.33969,-1.81993,-1.18124,-2.11854,2.71171,-1.34585,4.80393,0.018946,4.44882e-05,0.255389,1.01817e-70,0.713225,0.897654,0.863995,0.988606,0.0231764,0.983881,0.0469506
ENSG00000142303,-9.62165e-05,0.0955059,-0.0103733,0.349945,0.0218287,-0.0208629,-0.102673,0.00128407,-0.0613954,0.0217163,0.0674893,-0.0859193,-0.203536,-0.149065,-0.120286,1.03314,-0.0461792,2.02146,-1.88426,-1.91799,-0.983753,-0.765089,0.664237,-0.255043,5.186,0.503017,0.00933613,0.641058,0.0124555,0.264639,0.698298,0.971197,0.468115,0.778991,0.361222,0.402778
ENSG00000167785,0.025617,-0.0946863,-0.0525288,0.134255,0.104473,-0.0286205,-0.322062,-0.0338112,0.0130872,-0.123517,0.0227488,0.53683,-0.427138,-0.439991,0.439405,0.535594,0.494971,-0.199885,-0.16427,-0.783346,0.0510587,0.0361353,0.235373,0.224095,0.22691,0.182552,0.844979,0.724585,0.0805779,0.329378,0.573479,0.922469,0.812956,0.456833,0.926075,0.432048
ENSG00000130803,-0.000666484,0.13571,-0.0279734,0.263498,-0.0654951,-0.0767782,-0.059361,-0.00408071,-0.0247889,-0.0150532,0.0497432,-0.417442,1.87668,0.249251,0.0183875,-0.394674,0.210119,0.302169,-0.174306,-0.384229,-0.461135,-0.518668,0.0569871,-0.131142,0.739268,0.527166,0.062703,0.728544,0.398286,0.825714,0.85131,0.864986,0.622222,0.838648,0.675955,0.283701
ENSG00000196110,0.00588773,0.0505555,0.0258229,0.120628,0.00372715,-0.0632853,0.080953,0.0524701,0.142715,-0.00515456,-0.0306647,-0.0133033,-0.176438,0.095568,0.0620057,-0.393066,-0.150987,1.42061,-0.714496,-0.951033,-0.395702,-0.34884,0.818705,-0.158354,2.82989,0.35241,0.195943,0.36001,0.259116,0.479576,0.939494,0.207178,0.0504594,0.104735,0.568057,0.759711
ENSG00000188321,0.0399613,0.1541,-0.0195073,-0.134485,-0.0297142,-0.0406005,-0.0442109,0.0244639,-0.0117204,0.00378939,-0.0385584,-0.412468,-0.330403,-0.313232,-0.00859296,0.0295041,-0.0617768,0.155576,0.556117,0.199608,0.315902,0.356251,0.486848,0.362512,0.86339,0.0307989,0.00284928,0.848595,0.936147,0.744705,0.670361,0.80412,0.213842,0.596698,0.469335,0.804909
ENSG00000174652,0.234941,0.000852344,0.0499791,0.0250994,0.189182,-0.145078,-0.182531,-0.0779242,0.0242649,-0.0836789,0.625619,-0.335554,-0.262277,0.32885,0.00386276,0.167228,-0.257255,0.530841,-0.145791,-0.48528,-0.309434,-0.44431,0.767868,-0.305328,1.77406,5.97524e-07,0.493414,0.00415995,0.350399,0.111392,0.982727,0.997666,0.953703,0.391142,0.910614,0.00266405
ENSG00000130818,0.00542949,0.0490032,0.0110395,0.0151752,0.0216386,0.0272685,0.0353396,-0.00632029,0.0123026,-0.00508878,-0.00786387,0.403666,0.354594,-0.515923,0.180814,-0.301623,0.164819,-0.180119,0.249609,-0.302065,0.0261423,0.0365321,-0.536851,0.202259,-0.161828,0.323318,0.225708,0.997895,0.342875,0.417887,0.409461,0.347113,0.64182,0.356541,0.547566,0.589557
ENSG00000197961,0.0224889,-0.0143607,0.03015,0.303627,-0.0410784,0.387868,-0.0979784,0.0247102,-0.04837,-0.0395699,0.0254684,-0.212335,1.26424,0.964369,0.00689235,0.120519,0.214708,-0.233005,0.319613,-0.192922,0.0401378,-0.10847,-0.00996802,0.312941,-0.0822121,0.180074,0.577831,0.260054,0.764573,0.676212,0.110245,0.975919,0.210654,0.924137,0.76689,0.369029
ENSG00000171469,0.00438242,0.0641792,0.00788423,-0.0234072,-0.0170177,0.139614,-0.0614606,-0.00688355,0.00680139,0.0286895,-0.034554,-0.222106,-0.787651,0.576768,0.147935,-0.334451,0.230998,0.224657,-0.249339,-0.174814,-0.089199,0.113802,-0.109854,0.0802575,0.855497,0.367809,0.187693,0.758406,0.559674,0.590827,0.202171,0.948074,0.663862,0.451271,0.298778,0.80436
ENSG00000267106,0.0361738,0.0532211,-0.0260553,-0.0848074,-0.100131,-0.121162,0.0594106,-0.0184963,-0.0111931,0.00558345,0.00360174,-0.255407,-0.0343705,0.244116,-0.0862095,0.036352,0.27108,-0.769212,-0.184018,-0.526996,-0.00368119,0.14454,-0.404593,0.353827,0.523668,0.05958,0.269869,0.712467,0.958061,0.927711,0.958147,0.33844,0.762193,0.584049,0.462126,0.483321
ENSG00000171466,-0.00746249,0.0750032,0.0298808,0.0270802,0.153526,-0.0414918,0.0251636,0.0104589,-0.00322882,-0.0172449,0.0819829,0.347901,0.348018,0.803332,0.024688,-0.628036,0.0302692,-0.736611,0.626466,-0.344352,-0.162208,-0.246859,0.323912,-0.00920118,1.16366,0.724619,0.166452,0.926254,0.439078,0.227287,0.694007,0.412346,0.283572,0.543291,0.748314,0.217894
ENSG00000196605,0.153375,0.0350935,0.121256,-0.0204083,0.947771,0.0571542,-0.115555,-0.0803105,0.161752,-0.0480739,-0.0739485,0.0904562,-0.515494,0.441356,0.0747286,0.381034,-0.204454,-0.410486,-0.352331,-0.829646,-0.865291,-0.658831,-0.29243,-0.218976,1.07717,0.00339079,0.344002,0.504807,0.760454,0.0333898,0.376034,0.894838,0.933395,0.137642,0.679641,0.779772
ENSG00000127452,-0.000966461,0.0241882,-0.00639845,0.0513135,-0.0207065,-0.0398334,-0.0315962,0.017892,-0.0326542,-0.0193897,0.0814989,0.554419,-1.27688,0.178377,0.0044987,0.170563,0.081007,0.647205,-0.334142,-0.244613,-0.433329,-0.484705,0.14058,-0.278034,1.07684,0.542512,0.319411,0.50109,0.228466,0.693793,0.802786,0.691863,0.170665,0.947929,0.818317,0.187466
ENSG00000198258,-0.00435669,0.154125,0.00233393,0.156358,0.00887125,0.00990469,0.00637974,7.57018e-05,-0.000895583,-0.00205041,-0.00594785,0.109318,-0.00286297,0.0681256,0.0935993,0.276278,0.1918,0.358247,-1.94831,-0.710743,0.0700458,-0.780507,1.51529,-0.298423,2.47433,0.995606,3.11586e-16,0.677767,1.00872e-15,0.268343,0.286415,0.298851,0.489467,0.555896,0.71038,0.944194
ENSG00000127445,0.00166073,0.0658587,-0.00073801,0.0584878,-0.0120111,0.0190318,0.00371288,-0.00302519,-0.000803472,-0.00513649,-0.0069345,-7.84342e-05,-0.295509,0.0349978,-0.0508437,0.289538,-0.0311354,0.462446,-1.97605,-1.17491,-0.308682,-1.00197,1.0347,-0.572115,3.05908,0.308289,7.19204e-05,0.554866,1.41938e-05,0.965515,0.279999,0.411703,0.809888,0.529451,0.802074,0.69418
ENSG00000130813,0.000429235,0.0955493,0.00589239,0.187577,-0.0250833,0.0193585,-0.0159492,-0.00465728,-0.00580209,0.0240087,0.0493714,-0.0312339,0.216674,0.272046,0.0290372,0.344215,0.00127598,0.481024,-2.22646,-1.13082,-0.451667,-0.85462,0.938186,-0.436791,2.1506,0.475438,0.000388366,0.598994,0.0024596,0.930142,0.366814,0.73494,0.766741,0.636042,0.184238,0.131511
ENSG00000130810,-0.00104172,0.30522,0.00764759,0.00388597,0.00908776,0.0239354,-0.00253401,0.00805402,0.0122713,-0.0101328,0.0128516,-0.298357,0.0711094,0.385566,-0.061986,0.251857,-0.131326,-0.189661,-0.915208,-0.564084,0.319412,-0.0516858,0.334682,0.323574,0.156216,0.54075,0.00870977,0.998059,0.576426,0.41596,0.392238,0.510869,0.286468,0.405409,0.633072,0.365338
ENSG00000244165,-0.012835,0.026672,0.0867489,0.839064,0.0132629,-0.00458836,-0.00673164,0.0233441,-0.040816,-0.0301405,0.652911,0.137383,0.0340811,0.220935,0.0278719,1.36864,-0.252663,4.3372,-1.73426,-1.58457,-0.862671,-1.0433,0.103259,-0.665874,2.35101,0.895093,0.309535,0.151278,0.000109158,0.390697,0.525111,0.526677,0.081617,0.820596,0.841009,0.00688042
ENSG00000130811,0.0404813,0.0976342,0.0505004,0.171119,-0.0371038,-0.0257488,-0.0431623,-0.017931,0.00435897,-0.0274592,0.500549,0.0281238,-0.023988,0.00259299,0.126666,0.131761,0.021696,0.910983,-1.62188,-0.821591,0.159575,-0.0313916,-0.515011,0.0857404,1.9937,2.08525e-05,9.08901e-12,2.31018e-08,2.98694e-34,0.999295,0.964023,0.999945,0.994163,0.384127,0.999144,2.85915e-11
ENSG00000130816,0.00348082,0.102118,0.0110109,0.083677,-0.0147538,0.0142282,-0.00629973,0.0465838,0.00961032,0.00662529,0.0210819,-0.0953679,0.0883482,0.156884,-0.000187804,0.198712,0.185469,0.0518808,-2.98486,-2.72579,1.17347,0.596922,-0.243809,0.836243,1.36057,0.291657,1.00973e-06,0.162021,0.372879,0.76511,0.344608,0.544625,0.0018142,0.356901,0.412947,0.265996
ENSG00000105364,0.0112544,0.07025,0.0298866,0.0172447,0.0497156,0.0508221,0.0288178,0.0309853,-0.0322686,0.0845287,-0.00339447,-0.0712844,-0.0819662,0.392257,-0.00515209,0.192776,-0.151976,-0.153942,-0.914738,0.122405,0.131127,-0.475592,0.511615,0.0590328,0.826351,0.199349,0.0280066,0.637694,0.78072,0.269955,0.325171,0.383094,0.0779869,0.799156,0.0716043,0.530639
ENSG00000090339,0.0547173,0.103878,-0.0322104,0.689786,0.217064,0.00229986,0.00960426,-0.0492445,-0.111151,-0.00480079,-0.289244,0.57317,3.10167,0.142591,-0.168864,0.260206,-0.213932,1.13366,-1.09919,-0.0717537,-0.885692,-1.34678,0.915809,-0.994838,1.74331,0.0505441,0.122441,0.326729,0.183064,0.133724,0.4963,0.466155,0.925897,0.836296,0.528294,0.988072
ENSG00000105371,-0.0157909,-0.0112281,0.0571504,0.576713,-0.070287,0.305776,0.346648,0.0300772,-0.0948883,-0.102171,-0.0151014,3.51866,-0.823138,-1.57999,0.0896045,0.225797,2.47218,0.133878,0.141431,-0.238177,0.106639,-0.187537,-0.520314,0.305349,-1.0353,0.683207,0.534894,0.873192,0.160615,0.580227,0.243563,0.169891,0.285728,0.806013,0.720606,0.626007
ENSG00000220201,-0.0120907,-0.0632032,0.0723977,0.265339,0.324917,-0.164676,0.21057,-0.0158566,0.00517832,0.201427,-0.054775,0.462644,0.981504,-0.402542,-0.0562997,-0.327239,0.345098,0.854205,-0.247019,-0.220402,-0.0794237,0.0419699,-0.248256,0.162588,-0.26417,0.678584,0.740305,0.841811,0.882212,0.190771,0.716052,0.257951,0.673239,0.47743,0.144578,0.701307
ENSG00000267673,-0.0161547,0.0789893,-0.00793445,0.127572,-0.0108041,-0.193609,-0.0297902,0.0224248,0.174531,-0.0431022,0.0248083,0.0314274,-0.135018,0.278429,-0.0890151,0.243131,0.593217,-0.0291675,-0.0989711,0.415439,-0.318968,0.027868,0.521883,0.454118,0.326841,0.831943,0.163931,0.858528,0.6612,0.5288,0.800252,0.596659,0.224891,0.106497,0.726836,0.392521
ENSG00000161847,-0.00945511,0.0384142,0.0369022,0.299487,0.0891888,-0.0901385,0.203486,0.0249838,0.114117,-0.0142152,-0.0691064,0.0528447,3.20815,-0.854283,-0.16956,0.513536,0.256528,-0.910803,-0.0360796,0.101975,-0.268029,-0.396895,0.280426,-0.288219,0.971779,0.650077,0.364746,0.930231,0.34283,0.348176,0.588314,0.162227,0.260155,0.233281,0.565683,0.678098
ENSG00000076662,0.00763012,0.104386,0.0010995,0.0988528,0.00539101,0.00312032,0.00773319,0.00170447,-0.00997935,0.00670783,-0.00698099,0.053443,0.126672,0.0974795,0.0244068,0.100648,0.00314776,0.286173,-1.13117,-0.453606,0.342453,-0.312124,0.404341,-0.194077,0.396221,0.124992,9.92025e-11,0.962222,7.88091e-07,0.384677,0.444151,0.344401,0.385541,0.826651,0.257173,0.706779
ENSG00000105397,0.0290663,0.00846531,0.0250259,0.373367,-0.0201706,0.336073,-0.00572539,-0.0247406,-0.0180443,0.0463079,-0.138519,1.78041,-0.216965,0.751235,-0.0624884,-0.109725,-0.0333717,0.504479,-0.104662,0.747025,-0.160235,-0.700331,1.0802,-0.278446,2.54482,0.113346,0.455215,0.830973,0.545467,0.550523,0.150219,0.516985,0.814384,0.580218,0.308124,0.929829
ENSG00000105401,0.000931435,0.0346281,-0.000850003,0.121295,-0.0287853,0.0215053,0.0239275,-0.0015791,-0.000521852,-0.00788527,-0.0126114,0.00319102,0.302396,0.0898981,0.00739222,0.276523,-0.0381446,0.207811,-1.6339,-0.977235,-0.249641,-0.805617,0.85865,-0.539379,1.30459,0.4244,0.0128442,0.618709,0.00198015,0.961092,0.292981,0.237964,0.611582,0.512193,0.777405,0.802328
ENSG00000065989,-0.0108475,0.0665388,0.0368848,0.198494,0.00117547,0.0243606,0.038862,0.0169104,-0.000838121,0.0168801,0.160843,-0.0793617,-0.0790714,-0.195992,0.0124115,0.985586,-0.0574783,0.803366,-1.95346,-1.71258,-1.43762,-1.89678,1.25836,-1.43848,4.6057,0.956463,0.0458097,0.578976,0.0674349,0.466466,0.290904,0.152241,0.0215659,0.505782,0.21012,0.208397
ENSG00000079999,-0.00222683,0.0374861,-0.00732497,0.304503,0.0036976,-0.0495868,-0.0122255,0.0137865,-0.0245584,-0.0116285,0.0292404,0.0483417,0.429992,0.255485,-0.026458,0.662257,0.0854783,0.676424,-1.55632,-0.630507,-0.206132,-0.657446,1.0133,-0.33254,2.05456,0.632573,0.0952249,0.569673,0.000793221,0.431888,0.935163,0.619954,0.119972,0.800403,0.750287,0.31139
ENSG00000180739,0.00293446,-0.0362428,0.00693153,0.4963,-0.0039061,-0.00369713,-0.00424585,-0.00311904,0.00998354,-0.00264026,0.0561456,0.0624267,0.0504592,0.0720436,0.0563686,1.02952,0.0415307,2.16176,-2.00411,-2.079,-2.0385,-2.09189,1.81494,-1.95315,6.20073,0.0719378,1,0.590328,2.35214e-43,0.933667,0.955072,0.969725,0.933222,0.299346,0.902045,0.146498
ENSG00000130734,0.00141481,0.0600321,-0.00507101,-0.0256446,-0.0283633,0.0182538,0.0488163,0.00104895,-0.0405957,-0.0255185,-0.00913856,-0.232345,-0.208757,-0.368741,0.010969,0.235338,0.0361311,0.347892,-1.37881,-1.129,-0.860984,-1.17611,1.33296,-0.861778,3.33228,0.445377,0.0670396,0.697527,0.597608,0.782645,0.386666,0.249211,0.467997,0.914766,0.875163,0.553259
ENSG00000129347,0.0428521,0.125682,0.0489333,-0.134681,-0.103124,0.404254,-0.0590714,-0.0125368,0.0916347,-0.0383154,0.059692,-0.485414,-0.522913,-0.455651,-0.0234819,0.251405,-0.19911,0.492395,-0.352486,-0.0514685,0.0117222,-0.106868,0.695821,0.637828,1.14913,0.0310784,0.0160549,0.318229,0.305699,0.9586,0.0416642,0.760644,0.679265,0.0919272,0.848402,0.243834
ENSG00000129355,0.0105214,0.174438,-0.00778261,0.264351,-0.00727655,-0.00291657,-0.0139519,-0.00312921,-0.00664381,0.00140964,-0.0219698,-0.0315759,0.130071,0.230791,0.236513,0.370798,0.1503,0.763556,-1.49584,0.0164061,-0.825735,-1.49679,1.1784,-1.1004,3.41495,0.146334,8.56029e-14,0.183767,2.48151e-27,0.675825,0.541524,0.868066,0.652041,0.69728,0.457316,0.939364
ENSG00000129353,0.04391,0.0191872,0.0342142,0.0193246,-0.0280544,-0.00309121,-0.00673578,-0.0395954,0.129154,-0.0137203,0.201543,-0.368234,-0.286351,-0.0688763,0.0604845,0.156652,0.0010157,0.640581,0.362249,0.766005,-0.799207,-0.988346,0.128069,-0.791425,3.12913,0.00591548,0.278771,0.095521,0.0597179,0.687049,0.516245,0.550718,0.991911,0.0209427,0.695688,0.013018
ENSG00000267100,0.0199947,0.230644,-0.00890547,0.22765,-0.0249898,-0.0366062,-0.0127574,0.0155274,0.0117487,-0.00239336,-0.0128677,0.187638,-0.00490555,0.187716,0.347022,0.199491,0.675724,0.000866752,-0.355625,-0.901388,0.0250299,0.557277,-0.44865,0.662834,-0.189493,0.0709273,8.25384e-13,0.283138,1.14458e-21,0.887235,0.95596,0.720748,0.127834,0.228395,0.554209,0.798221
ENSG00000129351,-0.00517797,0.099551,-0.00317158,0.0204171,0.0245919,-0.0331338,-0.0254925,0.00741986,-0.000969637,0.0101849,-0.00480176,-0.0314744,0.0900748,-0.0483545,-0.00821379,0.112061,0.0354357,-0.00660965,-1.06577,-0.569778,-0.103212,-0.17014,-0.217334,0.130436,-0.369206,0.874666,0.000111246,0.848701,0.992455,0.246531,0.788764,0.819409,0.197456,0.518063,0.295902,0.610337
ENSG00000213339,-0.00141541,0.0661869,-0.0277081,0.167522,-0.0368914,-0.110756,-0.0220657,0.0104709,0.0180035,-0.0431378,-0.00958018,0.451522,-0.212653,0.308449,0.374376,0.112392,0.429182,-0.290613,0.0148042,0.252848,0.114435,0.232602,-0.698669,0.670533,-1.49215,0.557298,0.0809725,0.726154,0.000267031,0.720543,0.910055,0.64293,0.296137,0.364543,0.887012,0.662718
ENSG00000079805,0.00124618,0.00971435,0.00115529,0.292578,0.0494672,-0.00274124,0.0114209,-0.00184557,-0.0149865,0.00487044,-0.0380981,0.199008,0.187775,0.470844,-0.0296787,0.0754932,0.233565,0.911038,-1.33332,-0.810538,-0.796349,-1.17363,0.20743,-0.821691,2.37455,0.432069,0.358462,0.856182,6.42243e-05,0.131651,0.523532,0.391939,0.58258,0.791601,0.407115,0.88443
ENSG00000099203,-0.00309808,0.0209527,0.0107872,0.147907,0.0474964,0.0198927,-0.0371116,0.00582115,0.0286738,0.0167664,-0.00602841,-0.0343599,-0.0489119,-0.110331,0.0145533,0.321245,-0.00217738,0.895332,-0.948803,-0.678462,-0.598273,-1.12415,0.386596,-0.989655,4.28519,0.704955,0.236886,0.601754,0.163395,0.157054,0.371018,0.934098,0.254379,0.187219,0.248436,0.540245
ENSG00000214212,0.00151715,-0.156698,-0.0127602,1.72252,0.0783955,-0.0554942,-0.0569834,0.00185126,-0.0111179,0.0107043,-0.0566772,1.08096,8.3755,0.612717,0.307851,0.775114,0.0827759,0.822699,3.85202,8.69507,-0.892914,-0.702842,-1.20285,-0.952953,-0.412903,0.478265,0.873868,0.803995,0.17764,0.40905,0.517649,0.847644,0.477094,0.619467,0.395383,0.897823
ENSG00000142453,0.052622,-0.00522512,-0.0592894,0.700192,-0.204501,-0.476239,0.0792457,-0.058985,0.0154151,0.0378137,0.192225,1.65736,2.98483,0.100208,0.0185819,0.287476,-0.15301,0.00589071,-0.225316,2.03135,0.0777546,-0.241432,0.327314,0.0077393,0.0837881,0.158414,0.518086,0.398221,0.914042,0.925382,0.93717,0.344475,0.86022,0.4599,0.371412,0.110317
ENSG00000130733,-0.00764532,0.063382,0.113146,-0.00669382,0.351922,0.179676,0.204907,-0.00938565,0.00698185,0.0678949,-0.00997507,1.76883,-0.644023,-0.662615,-0.0942603,-0.121009,-0.438954,0.145178,-1.03019,-0.514317,0.0333228,-0.331149,0.11298,-0.189994,0.722247,0.642348,0.197834,0.677315,0.673728,0.109513,0.18841,0.20198,0.663586,0.453035,0.145549,0.532182
ENSG00000142444,0.0303193,0.00917593,-0.00643842,0.0713729,-0.0560356,-0.120201,-0.0404101,-0.0150379,0.127685,-0.0395878,0.0985185,-0.220236,-0.133044,0.037784,0.00641839,-0.168593,0.315868,0.661412,-1.6465,-1.18734,-0.100358,-0.379902,0.426825,-0.182229,2.119,0.0630561,0.409544,0.121638,0.354933,0.923415,0.996964,0.723055,0.753466,0.0801162,0.880953,0.212795
ENSG00000127616,-0.00942386,0.126731,0.0534599,-0.152747,0.181376,0.0376614,0.0272371,0.0185307,0.0916613,0.0264633,-0.00871021,-0.187725,0.452744,-0.320111,-0.018597,-0.543853,-0.22611,-0.225579,-1.86612,-1.17615,0.212405,-0.286929,0.159479,0.212339,0.333448,0.803114,0.0110806,0.771191,0.334602,0.0861424,0.355278,0.389475,0.167169,0.119808,0.330567,0.573295
ENSG00000130164,-0.00278051,0.271287,-0.0136311,0.662203,0.0170089,-0.0368292,-0.0237687,-0.00676656,0.0324075,-0.00778674,-0.069683,-0.428673,-0.268371,0.789,0.016683,0.506966,-0.126831,4.14665,-1.74281,-1.68346,-0.381707,-0.71951,0.376628,-0.689471,2.63255,0.629381,5.3264e-07,0.586421,9.32405e-09,0.254151,0.949697,0.666216,0.755031,0.240982,0.62497,0.815358
ENSG00000105514,-0.0130386,0.0332716,0.0249118,0.318052,0.0175619,-0.129601,0.0893334,0.00497332,0.0776206,0.0440879,0.0704062,0.838158,0.827618,0.737531,-0.0106852,-0.131357,-0.133421,0.0985226,-0.545458,-0.455379,-0.658496,-0.599531,0.0144065,-0.658239,0.837662,0.797515,0.323911,0.963566,0.880642,0.448412,0.768486,0.284505,0.409681,0.2402,0.261014,0.337246
ENSG00000105518,0.00646363,0.0726744,-0.0170381,-0.158841,-0.0489684,0.0048472,-0.0338186,-0.0100611,-0.0227076,0.0123177,-0.0208756,0.723337,-0.86398,-0.5834,-0.170034,-0.0643854,-0.0503752,-0.103047,0.5451,1.02296,-0.617218,-1.11386,0.167076,-0.892435,0.991343,0.287115,0.0456926,0.931163,0.0619818,0.811282,0.482598,0.731578,0.79424,0.744641,0.369712,0.632927
ENSG00000183401,-0.00932359,-0.0354828,0.00783371,0.440759,-0.00148542,0.0740085,-0.011226,0.00103919,-0.0141394,0.001078,0.00556097,-0.383768,1.52526,0.94707,-0.0311015,0.291998,0.387281,0.348566,-0.410623,-0.561163,-0.608992,-1.06353,0.86839,-0.967073,2.23729,0.84537,0.767736,0.999871,0.0347502,0.506394,0.344823,0.558316,0.462643,0.64197,0.487829,0.462218
ENSG00000173928,-0.00219555,0.202863,-0.0229701,-0.290398,-0.071908,0.0984025,-0.0613455,-0.0119569,-0.0421007,-0.0329579,-0.0389245,-0.0468663,-0.903684,0.168047,-0.202477,-0.424528,-0.30864,-0.314638,0.699576,0.803411,-0.179128,-0.363941,-0.521898,-0.0210059,0.475972,0.556507,0.00564824,0.93653,0.477601,0.708938,0.350076,0.704305,0.734792,0.864625,0.735888,0.751457
ENSG00000187266,0.00253724,-0.0690316,-0.0167519,-0.067112,0.00131784,-0.0241571,-0.0631602,0.00317126,-0.0136565,-0.0589866,0.0382078,0.539176,-1.22065,-0.0491458,0.293573,0.164726,-0.0661121,-0.131355,-1.29683,-0.0603165,0.356422,-0.284198,0.164971,-0.375551,-9.48736e-05,0.427556,0.826185,0.947809,0.425295,0.494805,0.547199,0.666945,0.460028,0.589627,0.90166,0.319197
ENSG00000130175,0.00875698,0.148848,-0.0012807,0.00419454,0.0215967,0.0128358,-0.0226594,-0.00263241,-0.0179405,0.00782303,-0.00798805,-0.0914188,0.247112,0.122652,-0.00661973,-0.0580031,-0.0739935,-0.110367,-0.0668143,0.380403,-0.219498,-0.360179,-0.526039,-0.134455,-0.158648,0.140747,1.74347e-08,0.707646,0.428559,0.275139,0.369855,0.885224,0.64764,0.965125,0.298153,0.696569
ENSG00000161914,-0.00213664,0.0943731,-0.020352,0.207869,-0.0403121,-0.0492429,0.00871711,0.0108245,-0.0542518,-0.0267686,0.00857012,0.479364,0.962661,1.3112,-0.119107,-1.06221,0.015942,-0.132776,-0.163648,-0.2533,0.186739,-0.176006,0.433877,0.154568,0.296805,0.542013,0.163407,0.997118,0.137841,0.606588,0.595594,0.48607,0.3956,0.731146,0.651493,0.461186
ENSG00000130159,0.0105825,0.0439815,-0.00189797,0.0544391,0.078027,0.0145568,-0.0449942,-0.0115886,-0.0412556,-0.0262857,0.0182547,-0.285498,0.781805,-0.0345344,0.134501,-0.159383,-0.199843,0.144025,0.0233681,0.366566,-0.114781,-0.115472,0.212657,0.116028,0.153265,0.187438,0.146534,0.696322,0.273224,0.209657,0.441246,0.806633,0.77818,0.931457,0.812457,0.376703
ENSG00000130165,0.000629961,0.0367072,-0.00669158,0.140863,0.00452636,-0.0114114,-0.0220892,-0.00452425,-0.0102883,-0.00279581,-0.000258482,0.258313,0.572257,-0.0657456,-0.0152405,0.0468135,0.0794564,0.110189,-0.550762,1.8624,-0.0771499,-0.564829,0.54685,-0.375212,1.24393,0.451968,0.0178647,0.862942,0.0808635,0.433759,0.588854,0.925531,0.807619,0.830599,0.596509,0.506126
ENSG00000198551,-0.00581982,0.158693,0.0590649,-0.178458,0.0628726,0.456986,-0.0200403,0.025787,-0.0767947,-0.0307675,-0.00458833,0.826074,-0.963235,-0.716189,0.0571946,-0.41467,0.435494,-0.473877,0.753721,1.74591,-0.201838,0.0316437,-0.472857,0.121564,-0.280925,0.579991,0.0869716,0.877784,0.605153,0.395993,0.1826,0.556646,0.25024,0.860601,0.671428,0.521157
