symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PDE3A	0.29449868059479717	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4794885296495658	No data	No data	No data	No data	No data	No data	0.09878875461188842	No data	No data	1	1	0	1	1	0	0.1893099999999997	No data	-0.34583563154991726	0	0	-1	No data	0	0.5	0
CSF2RB	0.2924468354531741	0.4305986850636295	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17552313084375526	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.03703921247417079	0.26402434540272707	1	0	0	0	0	1	0	No data	-0.6763375620518477	-0.6744952869138384	0	No data	No data	0	0.5	0
PTGER4	0.28773760318512753	0.43841281360505935	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.18610695626911397	0.028915584470288306	No data	1	1	0	1	1	0	0.4159849999999999	1	-0.6366243794815223	-0.9613358848383221	0	No data	No data	0	0.5	0
CYSLTR1	0.28507952735387454	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.468934175524364	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.3768549999999998	1	No data	No data	0	No data	No data	0	0.5	0
IMPDH2	0.28129133384335636	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4627028848488449	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.9416350000000001	0	-0.3387755102040816	-0.5346493706516381	0	-1	No data	-0.5768474999999998	-1	-1
IMPDH1	0.28129133384335636	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4627028848488449	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.20700999999999964	0	-0.3452840595697738	0	0	-1	No data	-0.2821375	0.5	-1
GMPS	0.27718489101352634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	1	1	1	0.8989899999999998	No data	0.5404302261445117	-0.681866219401655	-1	No data	No data	No data	0.5	-1
MC2R	0.27718489101352634	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.4559480982087158	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	0	0	0	0.42760999999999993	No data	0.5953667953667954	-0.8040525637959164	0	-1	No data	0	1	0.5
HRH1	0.2720518374762388	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44750461490855437	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0	0	0.19106453392167677	-0.812605562087891	0	-1	No data	0	-1	0
PDE7A	0.2680472944061135	0.4012330741248162	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1587374860430344	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	1	0.709545	No data	0.4391616105901821	No data	0	No data	No data	0	0.5	-1
NR3C2	0.2595374529523318	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.02735688589252295	No data	No data	1	0	0	1	1	0	0.5426850000000002	1	-0.9105350248207391	-0.8903501003255712	0	-1	No data	0	-1	-1
GUCY1B1	0.25943788722859573	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	No data	0.02408132478828972	No data	1	0	0	1	1	1	0.9434550000000002	No data	-0.2889134031991175	-0.8741684791672027	0	No data	No data	0	-1	-1
PTAFR	0.25870589827929125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.07894500000000022	1	-0.10976282404853832	-0.655929141168683	0	-1	No data	0	0.5	0
GUCY1B2	0.25870589827929125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
GABRA2	0.2581646677702767	0.40199474431883386	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09066612367713314	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	1	0	1	1	0	0.8891350000000002	No data	-0.7001654715940431	-0.8872765633834762	0	-1	No data	-0.4068725000000001	1	0.5
NDUFA13	0.2538953513680528	0.3765314754920598	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.16253705352810702	No data	No data	No data	No data	No data	No data	0.021277577916406734	No data	No data	1	0	0	0	1	0	0.1666649999999997	No data	0.5127413127413127	-0.5786753726513527	-1	No data	No data	No data	-1	-1
ITGA4	0.23960984442943162	0.37339695341767476	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.07599134970145263	No data	No data	No data	No data	No data	No data	0.06079307976116211	0.03154012773216407	No data	1	1	0	1	1	0	0.24418500000000024	No data	-0.5645890788747931	-0.8852086880129758	0	No data	No data	0	0.75	0
PDE8A	0.21949164280958353	0.3213627142297579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1587374860430344	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0	No data	-0.5300606729178158	0	0	No data	No data	-0.14053000000000004	-1	-1
IFNG	0.18523289574099464	0.2667332421595631	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.5588134217850269	No data	0.26122786373371354	1	0	1	0	1	0	0	No data	0.22371759514616651	-0.9682076841562822	0	No data	No data	No data	0.75	0.5
CCR2	0.16404988506932244	0.22528870646198643	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.42150922724985607	0.06530033841983056	0.34200666846635774	0.75	1	0	1	1	0	0	1	0.8625482625482626	-0.965492839236883	0	No data	No data	-0.29166750000000013	0.5	0
KEAP1	0.1519566705422696	0.20943221731917624	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.11381815488617571	No data	No data	1	0	0	1	1	1	0.7035249999999997	1	-0.5757308328736901	-0.42133429310470233	0	No data	-1	0	0.5	-1
CD4	0.14263095497340753	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1587374860430344	No data	No data	No data	No data	No data	No data	0.9710531546116347	0.03249396393084156	No data	1	1	0	0	1	0	0	No data	-0.47346938775510206	-0.2513880957968287	0	No data	No data	No data	0.5	-1
PLA2G4A	0.1302556186856789	0.19618261643344626	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	No data	No data	No data	No data	0.12958720429755716	No data	No data	0.5	0	0	1	1	0	0.719625	No data	-0.13734142305570873	-0.9359930983324907	0	-1	No data	0	0.5	0
HMGCR	0.12972295858467994	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1820451757959823	No data	No data	No data	No data	No data	No data	0.6216092405578825	0.011645045158839643	No data	1	0	0	1	1	1	0.6734250000000003	1	-0.7436293436293436	-0.3074028175658705	-1	-1	No data	No data	0.5	-1
BTK	0.1281251280504645	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.19217542900291693	No data	No data	No data	No data	No data	No data	0.18362702364928293	0.03484785387413771	0.2812895800548971	1	1	0	1	1	1	0.9165399999999998	1	No data	-0.5995433845199712	0	-1	-1	0	0.5	0
IL1B	0.12716848296176222	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1808842257914006	No data	No data	No data	No data	No data	No data	0.5659654476668229	No data	No data	1	0	1	1	1	0	0	No data	-0.5154991726420297	-0.9018736229311453	0	-1	No data	0	0.5	0
IL22	0.12696002811086185	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.8922153294652649	No data	No data	0.5	0	1	0	0	0	0	No data	0.704357418643133	-0.853146561010081	0	No data	No data	No data	0.5	1
IL20	0.12578057172241686	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17721182750378753	No data	No data	No data	No data	No data	No data	0.5937532414127287	No data	No data	0.5	0	1	0	0	0	0	No data	0.6211803640375069	0	0	No data	No data	0	0.5	0.5
