symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
PDE4B	0.3705201693214494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5916855357421105	No data	No data	No data	No data	No data	No data	0.21699752081414808	0.2593968183350017	No data	1	0	0	1	1	1	0.8573349999999997	1	-0.8223938223938224	-0.7027944885547068	0	-1	No data	-0.26630499999999985	0.5	-1
NCBP1	0.36756193610737997	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5994440629990445	No data	No data	No data	No data	No data	No data	0.10334823559397559	No data	No data	0.75	0	0	0	0	0	0.898735	No data	-0.9548814120242691	0	-1	No data	No data	No data	-1	-1
NCBP2	0.36442050734256	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5994440629990445	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.75	0	0	0	0	0	0.9038449999999998	No data	-0.4859349145063431	0	-1	No data	No data	-0.13461500000000015	-1	-1
PDE4D	0.3633743369459622	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5916855357421105	No data	No data	No data	No data	No data	No data	0.11033606237318914	0.02343839736755607	No data	1	1	0	1	1	1	0.8640300000000003	1	-0.7921676778819636	-0.7179121096382592	0	-1	No data	-0.1131025000000001	0.5	0
PDE4C	0.361551758952384	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5916855357421105	No data	No data	No data	No data	No data	No data	0.06079307976116211	No data	No data	1	0	0	1	1	0	0	No data	0.1384445670159955	-0.05373224667943238	0	No data	No data	-0.2279399999999999	0.5	0
FKBP1A	0.35776356544186594	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	0.18541889327154445	No data	No data	1	0	0	1	1	1	0.86111	1	0.31991174848317705	-0.9406943921665206	0	No data	No data	-0.88426	-1	-1
TLR9	0.3238216590774766	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.49848636707492894	No data	No data	No data	No data	No data	No data	0.538609783486552	No data	0.32603328675911236	1	0	0	1	1	0	0	0	0.2581356867071152	-0.4901107228622764	0	No data	No data	0	0.5	0.5
PTGER4	0.30666654764868445	0.4711086443319952	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.13221002373036286	No data	No data	1	1	0	1	1	0	0.4159849999999999	1	-0.6366243794815223	-0.9613358848383221	0	No data	No data	0	0.5	0
VDR	0.3024633283380278	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.44750461490855437	No data	No data	No data	No data	No data	No data	0.8859306831596637	No data	0.25776265818732735	1	0	0	1	1	1	0.4028100000000002	0	-0.4177606177606178	-0.959527199762138	0	-1	No data	0	1	0
CD3E	0.2948970649393548	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.48241790140676466	No data	No data	No data	No data	No data	No data	0.04137306817079087	0.02685260524924788	No data	1	1	0	0	0	0	0	No data	-0.49156094870380584	-0.6367618143685618	0	No data	No data	0	1	0
NDUFV2	0.28434394312379463	0.43530121944845496	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.09118961964174316	No data	No data	1	0	0	0	0	0	0.5783149999999999	No data	-0.5637065637065637	-0.4025292816482848	0	No data	No data	No data	0.5	-1
CD80	0.27268597982142007	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.40836364571801315	0.11600956349761285	No data	1	1	0	0	0	0	0	No data	-0.25570876999448433	0	0	No data	No data	0	0.5	0.5
CD86	0.2651457290822908	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.18870888415168247	0.052091481016009245	No data	1	1	0	0	0	0	0	No data	-0.6261445118587976	-0.3219251137133483	0	No data	No data	0	0.5	0
XDH	0.2639525450551873	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.16697737800607046	0.012665999334689796	No data	1	0	0	1	1	1	0.46361500000000005	0	0.037065637065637036	-0.8269017135145476	0	-1	No data	0	0.75	0
CUL4A	0.25981463784334535	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.03647584785669726	No data	No data	1	0	0	1	1	1	0.7562600000000004	No data	-0.8680639823496966	-0.3021956304470119	0	No data	No data	-0.5487474999999999	0.5	-1
RBX1	0.25972224287967416	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.03343619386863916	No data	No data	1	0	0	0	0	1	1	No data	0.4632101489244347	0	-1	-1	No data	0	-1	-1
DDB1	0.25907547813397597	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	0.012158615952232422	No data	No data	1	0	0	1	1	1	0.9824550000000002	No data	-0.9591836734693877	-0.7231195836182238	-1	No data	No data	0	-1	-1
CRBN	0.25870589827929125	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.42555155832813474	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	1	1	0	0.7850700000000004	1	0.310535024820739	-0.9094938363484895	0	No data	No data	No data	-1	-1
CD40LG	0.15536654542513503	0.21680879453240712	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.3762375906444947	No data	No data	0.75	1	1	0	1	1	0	No data	No data	-0.7191046177158996	0	No data	No data	0	0.75	0.5
NDUFAF2	0.1517952509340649	0.2192951216217202	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.05325500000000005	No data	0.24202978488692772	0	0	No data	No data	No data	-1	-1
IL1B	0.13347753376572166	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.9133513848982284	0.2922115869554236	No data	1	0	1	1	1	0	0	No data	-0.5154991726420297	-0.9018736229311453	0	-1	No data	0	0.5	0
MMP1	0.1303794634651489	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	0.6417418025716617	0.4178618775545246	No data	1	0	1	1	1	0	0	0	0.5011583011583012	No data	0	-1	No data	0	0.5	0
ICAM1	0.12999912695114985	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.8342186566962011	0.1809649770299982	0.3031750887689154	0.75	1	0	1	1	0	0	No data	-0.1612796469939327	-0.8956402278528932	0	-1	No data	0	0.5	-1
MMP7	0.12470152598208392	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	0.31645885240123245	0.42727537349192823	0.2909556797369218	1	0	1	1	1	0	0	No data	0.22415885273028135	-0.8785434120005992	0	-1	No data	0	0.5	0
MMP13	0.11905939913809399	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	0.3373498651701079	0.2648146554396222	No data	1	0	1	1	1	1	0.34182500000000005	1	0.17837837837837833	-0.8500952741922615	0	-1	No data	0	1	1
MMP9	0.1178953706400003	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.14353921610274387	No data	No data	No data	No data	No data	No data	0.7677284068645152	0.2024301214366172	No data	0.75	0	1	1	1	1	0	No data	0.3984555984555984	-0.9750041584086263	0	-1	No data	0	0.75	0
CXCL10	0.11613431978481217	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1587374860430344	No data	No data	No data	No data	No data	No data	0.5282393107143529	0.2647208712663992	No data	0.5	0	1	1	0	1	0	No data	0.049531163816878054	-0.23260967282723977	0	-1	No data	0	0.5	0
CCL11	0.11400915899580756	0.06287234155498239	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.12158615952232422	No data	No data	No data	No data	No data	No data	0.7422712972015802	0.13598355438429044	No data	0.5	0	1	0	0	0	0	No data	0.8155543298400441	0	0	-1	No data	-0.27835	0.5	0
MMP8	0.1138780546043709	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	0.14291105568531715	0.22107087639043277	No data	1	0	1	1	1	0	0	0	0.6592388306674022	-0.5232218517697595	0	No data	No data	0	1	0.5
S1PR2	0.11217044654228024	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.6438274225139274	0.015200846258304715	No data	1	0	0	1	1	0	0.53258	0	-0.2312189740761169	-0.9095921458069245	0	No data	No data	0	-1	0
IL13	0.11117685539596314	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.15198269940290526	No data	No data	No data	No data	No data	No data	0.6178957143996047	No data	No data	1	0	1	0	0	1	0	No data	0.5741864313292884	-0.8039416059473689	0	-1	No data	No data	1	1
IL1RL2	0.11025308164990132	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	0.15281071409209743	0.028170184396769746	No data	1	0	0	0	0	0	0	No data	0.4495311638168782	-0.2733371732431142	0	No data	No data	0	0.5	0
IL1RAP	0.10637306329567324	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.17309140765330877	No data	No data	No data	No data	No data	No data	No data	0.03768408462868412	No data	1	0	1	0	0	0	0.4561399999999999	No data	-0.34903474903474907	0	0	No data	No data	0	1	-1
IFNAR2	0.10370051408705121	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1654922726831635	No data	No data	No data	No data	No data	No data	0.10174397376694491	No data	No data	1	1	1	0	0	0	0	No data	-0.35013789299503584	-0.1036059307249762	0	No data	No data	0	-1	-1
IFNAR1	0.10272780044173523	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.1654922726831635	No data	No data	No data	No data	No data	No data	0.0697431720593332	No data	No data	1	1	0	0	1	0	0	No data	0.8099282956425813	-0.9420523855689313	0	No data	No data	0	-1	-1
