symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	slapenrich	progeny	reactome	sysbio	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
NDUFAF2	0.3796605481492725	0.34327415340887885	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	0	0	0.05325500000000005	No data	0.24202978488692772	0	0	No data	No data	No data	-1	-1
NDUFA10	0.3627118290518111	No data	No data	0.2279740491043579	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	No data	No data	No data	No data	0.04255515583281348	No data	No data	1	0	0	0	1	0	0	No data	0.2662989520132377	-0.4699633750755963	0	No data	No data	0	0.5	-1
ALDH5A1	0.3614847149878154	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5946149074993093	No data	No data	No data	No data	No data	No data	No data	No data	No data	1	0	0	0	1	1	0.17757000000000006	No data	-0.19988968560397136	-0.6939269517793536	0	No data	No data	0	0.5	-1
GRIA1	0.3598694475906997	0.38273432832012777	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.47861833392169206	No data	No data	No data	No data	No data	No data	0.31207116055734324	No data	0.6189799398582123	1	1	0	1	1	0	0.8951450000000001	No data	-0.7425261996690569	-0.3529778433978703	0	No data	No data	-0.17770499999999992	0.75	0.5
RXRB	0.3569249784854792	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	0.15783065593659706	No data	No data	1	0	0	1	1	1	0	1	-0.6741312741312742	-0.6743647152194615	0	-1	No data	-0.03376999999999999	-1	0
RXRG	0.355587150742056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	0.11381815488617571	No data	No data	1	0	0	1	1	1	0.9136049999999998	1	-0.641257584114727	-0.1996424373807193	0	No data	No data	-0.2656600000000001	0.5	0
RXRA	0.3554434252430119	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	0.10908980423808533	No data	No data	1	0	0	1	1	1	0.8484850000000002	1	-0.9121897407611693	-0.9814129718269415	0	-1	-1	-0.26948000000000005	0.5	-1
GABRA6	0.3550206156231456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	0.09518000984939942	No data	No data	1	0	0	1	1	0	0.5695349999999998	No data	0.3678985107556536	No data	0	-1	No data	-0.28808000000000006	1	1
MTNR1A	0.3541093604126904	0.11210096681675462	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5454490211904267	No data	No data	No data	No data	No data	No data	0.4053935862973294	No data	No data	1	1	0	1	1	0	0.25714499999999985	1	0.9316050744622173	No data	0	No data	No data	0	0.5	1
GABRA4	0.35258944747628007	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5792229543910723	No data	No data	No data	No data	No data	No data	0.015198269940290528	No data	No data	1	1	0	1	1	0	0.52166	No data	-0.8100386100386101	No data	0	-1	No data	0	0.75	0.5
NDUFA6	0.350184373111772	0.14203470496038056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	No data	No data	No data	No data	0.08207065767756885	No data	No data	1	0	0	0	0	0	0.375	No data	0.6993932708218422	-0.7276503966677363	0	No data	No data	No data	-1	-1
NDUFV2	0.34727130595491057	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5386942345502975	No data	No data	No data	No data	No data	No data	0.6508138871623563	No data	No data	1	0	0	0	0	0	0.5783149999999999	No data	-0.5637065637065637	-0.4025292816482848	0	No data	No data	No data	0.5	-1
HTR3A	0.346535648442131	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.5621661320943836	No data	No data	No data	No data	No data	No data	0.15717392132532018	No data	No data	1	1	0	1	1	0	0.25732	0	0.12289023717595149	-0.7205851472831301	0	-1	No data	0	0.75	0.5
